algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,noise_norm_honest,noise_norm_attacker,nsr_honest,nsr_attacker,eps_n_honest,eps_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,sigma_dp_honest,sigma_dp_attacker,sigma_n_honest,sigma_n_attacker,trust_honest,trust_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,104,5.96757423337743,0.3060609921067953,nan,0.4504583987096587,nan,nan,1000.0,0.7715876629516853,0.3185793577548209,19420,636,31071,3,nan,0.0,nan,0.0,4.714607339992381,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.714607339992381,0.8593903928312521,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,105,5.96757423337743,0.3089774913340807,nan,0.5091167416528535,nan,nan,1000.0,0.8985194902548725,0.3556378635549019,19537,186,30542,3,nan,0.0,nan,0.0,4.714607339992381,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.714607339992381,0.8593903928312521,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,106,5.96757423337743,0.2992374920099974,nan,0.36153796523013054,nan,nan,1000.0,0.5660646094340624,0.2682565758827746,19413,624,31027,16,nan,0.0,nan,0.0,4.7241879153137845,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.7241879153137845,0.8597348597011409,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,107,5.96757423337743,0.2964614923298359,nan,0.40850698608332014,nan,nan,1000.0,0.586276174952425,0.32637738748381184,19445,521,30901,23,nan,0.0,nan,0.0,4.728079015314047,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.728079015314047,0.858719646957129,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,108,5.96757423337743,0.291270493529737,nan,0.5155506624994598,nan,nan,1000.0,0.9082748412479862,0.35995061714056625,19456,549,30975,0,nan,0.0,nan,0.0,4.7400577225652,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.7400577225652,0.8535275883607014,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,109,5.96757423337743,0.2722019929438829,nan,0.28130991780919723,nan,nan,1000.0,0.4303067056708849,0.21129374390469005,19343,821,31225,17,nan,0.0,nan,0.0,4.763004019924705,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.763004019924705,0.8472538259395275,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,110,5.96757423337743,0.25207149345427754,nan,0.4109414738687737,nan,nan,1000.0,0.6685341821821094,0.2985102620934017,19364,834,31280,14,nan,0.0,nan,0.0,4.785022681343045,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.785022681343045,0.8386205029185423,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,111,5.96757423337743,0.2477674937993288,nan,0.4118285924657009,nan,nan,1000.0,0.6485745562995139,0.3252147032531729,19460,477,30872,11,nan,0.0,nan,0.0,4.797832799050613,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.797832799050613,0.8258658022788891,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,112,5.96757423337743,0.25095749385654925,nan,0.4909207948984794,nan,nan,1000.0,0.8310872124392995,0.350480809150164,19528,229,30594,1,nan,0.0,nan,0.0,4.797832799050613,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.797832799050613,0.8258658022788891,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,113,5.96757423337743,0.2439949930086732,nan,0.38127473786242383,nan,nan,1000.0,0.5351163164123557,0.3200051473906061,19501,304,30651,20,nan,0.0,nan,0.0,4.808830991545018,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.808830991545018,0.8198878962549364,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,114,5.96757423337743,0.2401224933192134,nan,0.40813409239928405,nan,nan,1000.0,0.6629259312125245,0.29654671707129054,19387,757,31191,9,nan,0.0,nan,0.0,4.811919764890535,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.811919764890535,0.8216188459494382,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,115,5.96757423337743,0.23636599406599998,nan,0.4356325966203743,nan,nan,1000.0,0.7189459866974982,0.3137757497740344,19426,619,31041,12,nan,0.0,nan,0.0,4.8128059113560075,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.8128059113560075,0.8222109147452988,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,116,5.96757423337743,0.2248744934797287,nan,0.3349215050998376,nan,nan,1000.0,0.5095433119917211,0.25204487301982265,19395,661,31052,22,nan,0.0,nan,0.0,4.8304193111898055,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.8304193111898055,0.8183062189830582,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,117,5.96757423337743,0.21775049455463885,nan,0.48233546276602624,nan,nan,1000.0,0.8291891728612563,0.34046249055177624,19476,442,30843,1,nan,0.0,nan,0.0,4.85916367316712,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.85916367316712,0.7806500345803521,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,118,5.96757423337743,0.21329499423503875,nan,0.42963718840018955,nan,nan,1000.0,0.6440762811730555,0.3335090683109569,19378,837,31268,37,nan,0.0,nan,0.0,4.881819815916193,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.881819815916193,0.7571800710993638,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,119,5.96757423337743,0.2064714952558279,nan,0.3367580556648324,nan,nan,1000.0,0.5296112675966465,0.2509392982299176,19357,812,31235,20,nan,0.0,nan,0.0,4.893657119045382,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.893657119045382,0.7513637405057192,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,120,5.96757423337743,0.2038034936413169,nan,0.4023551087869018,nan,nan,1000.0,0.5964249571008945,0.32389709444021736,19387,741,31160,28,nan,0.0,nan,0.0,4.895755581650319,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.895755581650319,0.75309104398836,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,121,5.96757423337743,0.20511299427598714,nan,0.4145049444637115,nan,nan,1000.0,0.6735607731888624,0.3003838759233446,19442,549,30949,8,nan,0.0,nan,0.0,4.895755581650319,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.895755581650319,0.75309104398836,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,122,5.96757423337743,0.20044799510389566,nan,0.4271555959103515,nan,nan,1000.0,0.6893194272728539,0.33002136391009246,19439,572,30982,11,nan,0.0,nan,0.0,4.899377459146794,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.899377459146794,0.7551393267326305,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,123,5.96757423337743,0.20140949491411447,nan,0.39239246971380454,nan,nan,1000.0,0.6767679512777552,0.27631316754344015,19499,336,30714,3,nan,0.0,nan,0.0,4.899377459146794,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.899377459146794,0.7551393267326305,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,124,5.96757423337743,0.19317199539393187,nan,0.45724814912943146,nan,nan,1000.0,0.7704447933019362,0.3262175324675325,19482,408,30800,4,nan,0.0,nan,0.0,4.904945387648966,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.904945387648966,0.7579745420881576,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,125,5.96757423337743,0.19231199458241463,nan,0.4509192428431416,nan,nan,1000.0,0.7714137567965492,0.3186926342811588,19413,661,31100,0,nan,0.0,nan,0.0,4.908645799029074,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.908645799029074,0.7588206679207089,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,126,5.96757423337743,0.19280549511313438,nan,0.3978967992003745,nan,nan,1000.0,0.6739834984417028,0.2823978588734278,19483,357,30739,1,nan,0.0,nan,0.0,4.908645799029074,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.908645799029074,0.7588206679207089,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,127,5.96757423337743,0.18511499546468257,nan,0.38179197152092886,nan,nan,1000.0,0.6356731558251401,0.273765583966045,19414,658,31083,13,nan,0.0,nan,0.0,4.924285656610077,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.924285656610077,0.742221691180319,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,128,5.96757423337743,0.17518149558454751,nan,0.3446195479467487,nan,nan,1000.0,0.5743457530939172,0.24652696471174732,19446,505,30899,10,nan,0.0,nan,0.0,4.933073388381793,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.933073388381793,0.7454835190054493,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,129,5.96757423337743,0.17420299593359231,nan,0.385823119536088,nan,nan,1000.0,0.6259585883632804,0.28085063606855837,19426,601,31013,20,nan,0.0,nan,0.0,4.933073388381793,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.933073388381793,0.7454835190054493,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,130,5.96757423337743,0.17633549485355615,nan,0.4333821008346291,nan,nan,1000.0,0.7045057010070126,0.315559238991834,19462,468,30861,9,nan,0.0,nan,0.0,4.933073388381793,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.933073388381793,0.7454835190054493,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,131,5.96757423337743,0.17267749585211278,nan,0.3931637072624056,nan,nan,1000.0,0.6956678417547983,0.27416136495083865,19529,219,30577,5,nan,0.0,nan,0.0,4.9359911885093855,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.9359911885093855,0.7467670265839802,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,132,5.96757423337743,0.17001549523323775,nan,0.3447668443639379,nan,nan,1000.0,0.5050216474921502,0.2699833645076346,19394,678,31067,41,nan,0.0,nan,0.0,4.94484640406846,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.94484640406846,0.7404902074544145,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,133,5.96757423337743,0.16982149552553893,nan,0.37264408376216185,nan,nan,1000.0,0.6013563245357565,0.2774345493880477,19424,582,30987,13,nan,0.0,nan,0.0,4.94484640406846,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.94484640406846,0.7404902074544145,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,134,5.96757423337743,0.16297749508172274,nan,0.4230190774782902,nan,nan,1000.0,0.7022786361168902,0.30389138265206983,19449,523,30927,5,nan,0.0,nan,0.0,4.9597549843809645,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.9597549843809645,0.7250279579489314,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,135,5.96757423337743,0.1633154960349202,nan,0.3052491930022852,nan,nan,1000.0,0.47829729309353125,0.2258576996843031,19457,468,30841,24,nan,0.0,nan,0.0,4.9597549843809645,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.9597549843809645,0.7250279579489314,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,136,5.96757423337743,0.1633214955404401,nan,0.46770320527950876,nan,nan,1000.0,0.8394132600331208,0.3242134665201009,19492,366,30758,0,nan,0.0,nan,0.0,4.9597549843809645,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.9597549843809645,0.7250279579489314,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,137,5.96757423337743,0.15908349595963955,nan,0.4346309375944545,nan,nan,1000.0,0.700672552252674,0.3254909847022004,19423,641,31067,11,nan,0.0,nan,0.0,4.961853446985901,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.961853446985901,0.7270449064486085,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,138,5.96757423337743,0.156966496668756,nan,0.4563887074272144,nan,nan,1000.0,0.7505981526449363,0.3380272526395463,19440,597,31022,7,nan,0.0,nan,0.0,4.965249349972495,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.965249349972495,0.7279120496533065,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,139,5.96757423337743,0.15161649558693172,nan,0.40834621082966027,nan,nan,1000.0,0.6267435425330163,0.30848444456011176,19413,671,31086,22,nan,0.0,nan,0.0,4.975381587968306,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.975381587968306,0.7267096252823317,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,140,5.96757423337743,0.15164449635893107,nan,0.48467601390899057,nan,nan,1000.0,0.8451062789381435,0.3399699354060409,19430,630,31068,0,nan,0.0,nan,0.0,4.975381587968306,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.975381587968306,0.7267096252823317,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,141,5.96757423337743,0.15088249567896128,nan,0.31339611986582017,nan,nan,1000.0,0.4291372744271295,0.258472614263269,19482,373,30714,51,nan,0.0,nan,0.0,4.975381587968306,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.975381587968306,0.7267096252823317,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,142,5.96757423337743,0.1442519960924983,nan,0.34996478205780523,nan,nan,1000.0,0.5633145565079598,0.2608291852506602,19502,289,30655,6,nan,0.0,nan,0.0,5.003451316183754,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.003451316183754,0.6367799228675617,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,143,5.96757423337743,0.14425499629229308,nan,0.388215737332447,nan,nan,1000.0,0.6203644108909768,0.288582445455499,19446,552,30953,17,nan,0.0,nan,0.0,5.003451316183754,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.003451316183754,0.6367799228675617,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,144,5.96757423337743,0.14039449647068977,nan,0.45305530247020903,nan,nan,1000.0,0.7416208181425573,0.32752436234456195,19479,420,30808,5,nan,0.0,nan,0.0,5.016374027045876,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.016374027045876,0.6151824444605842,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,145,5.96757423337743,0.13712899703532458,nan,0.39124500510178367,nan,nan,1000.0,0.6072255072491797,0.3022523959860503,19423,601,31001,13,nan,0.0,nan,0.0,5.022500609139468,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.022500609139468,0.6127660121377735,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,146,5.96757423337743,0.1302439969405532,nan,0.4430579577141923,nan,nan,1000.0,0.7193028093777718,0.32539659592791026,19411,699,31131,9,nan,0.0,nan,0.0,5.030443105553477,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.030443105553477,0.6127487691183924,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,147,5.96757423337743,0.12695849657058716,nan,0.3789462622629748,nan,nan,1000.0,0.5809991076011009,0.2904344504016414,19335,915,31355,27,nan,0.0,nan,0.0,5.032677222553055,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.032677222553055,0.6141549153236847,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,148,5.96757423337743,0.1272144967317581,nan,0.47538092427201584,nan,nan,1000.0,0.811352613993123,0.33757721704089594,19390,781,31244,3,nan,0.0,nan,0.0,5.032677222553055,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.032677222553055,0.6141549153236847,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,149,5.96757423337743,0.12675299644470214,nan,0.38476100194944823,nan,nan,1000.0,0.6282495834925502,0.2778333381983647,19462,454,30837,3,nan,0.0,nan,0.0,5.032677222553055,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,5.032677222553055,0.6141549153236847,nan,nan,nan,nan
