algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,n_dp_norm_honest,n_dp_norm_attacker,eps_n_honest,eps_n_attacker,trust_honest,trust_attacker,sigma_dp_honest,sigma_dp_attacker,nsr_honest,nsr_attacker,noise_norm_honest,noise_norm_attacker,sigma_n_honest,sigma_n_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,101,5.552936201899876,0.29211149010807275,nan,0.410296889176739,nan,nan,1000.0,0.6292024179188918,0.32264839658588057,19473,417,30802,16,nan,0.0,4.167290397086876,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.167290397086876,0.9752033773188462,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,102,5.552936201899876,0.2901259906962514,nan,0.4018462094273689,nan,nan,1000.0,0.6487034828450435,0.2934287564430667,19446,508,30908,16,nan,0.0,4.17463855524649,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.17463855524649,0.976489855367534,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,103,5.552936201899876,0.28085699148476123,nan,0.4453050903110712,nan,nan,1000.0,0.687246405042654,0.3416873106030928,19394,772,31205,17,nan,0.0,4.215460942541164,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.215460942541164,0.9234153694644264,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,104,5.552936201899876,0.2772924908995628,nan,0.4504583987096587,nan,nan,1000.0,0.7715876629516853,0.3185793577548209,19420,636,31071,3,nan,0.0,4.236829078431813,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.236829078431813,0.9172777915353195,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,105,5.552936201899876,0.27785499036312106,nan,0.5091167416528535,nan,nan,1000.0,0.8985194902548725,0.3556378635549019,19537,186,30542,3,nan,0.0,4.236829078431813,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.236829078431813,0.9172777915353195,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,106,5.552936201899876,0.2704024901241064,nan,0.36153796523013054,nan,nan,1000.0,0.5660646094340624,0.2682565758827746,19413,624,31027,16,nan,0.0,4.251504360910211,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.251504360910211,0.9186331128565876,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,107,5.552936201899876,0.26819949120283126,nan,0.40850698608332014,nan,nan,1000.0,0.586276174952425,0.32637738748381184,19445,521,30901,23,nan,0.0,4.261091535917643,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.261091535917643,0.9132220817903943,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,108,5.552936201899876,0.2624764908850193,nan,0.5155506624994598,nan,nan,1000.0,0.9082748412479862,0.35995061714056625,19456,549,30975,0,nan,0.0,4.275571940368221,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.275571940368221,0.9124435623379976,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,109,5.649306767862627,0.24570599108934402,nan,0.28130991780919723,nan,nan,1000.0,0.4303067056708849,0.21129374390469005,19343,821,31225,17,nan,0.0,4.30492958679056,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.30492958679056,0.9057366259488738,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,110,5.649306767862627,0.22527599111199378,nan,0.40878469558467445,nan,nan,1000.0,0.6615411751891023,0.2985102620934017,19364,836,31280,12,nan,0.0,4.345304656566224,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.345304656566224,0.9107747602331595,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,111,5.649306767862627,0.22658199153840541,nan,0.4118285924657009,nan,nan,1000.0,0.6485745562995139,0.3252147032531729,19460,477,30872,11,nan,0.0,4.358114774273791,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.358114774273791,0.905287975534434,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,112,5.649306767862627,0.22547799170017244,nan,0.4909207948984794,nan,nan,1000.0,0.8310872124392995,0.350480809150164,19528,229,30594,1,nan,0.0,4.358114774273791,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.358114774273791,0.905287975534434,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,113,5.649306767862627,0.22267549157142638,nan,0.38127473786242383,nan,nan,1000.0,0.5351163164123557,0.3200051473906061,19501,304,30651,20,nan,0.0,4.377501960396366,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.377501960396366,0.9011796007082717,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,114,5.649306767862627,0.21508599162101746,nan,0.40813409239928405,nan,nan,1000.0,0.6629259312125245,0.29654671707129054,19387,757,31191,9,nan,0.0,4.384805690267708,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.384805690267708,0.9058263309366394,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,115,5.649306767862627,0.21445399217307567,nan,0.4356325966203743,nan,nan,1000.0,0.7189459866974982,0.3137757497740344,19426,619,31041,12,nan,0.0,4.38628421652643,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.38628421652643,0.9074933824270854,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,116,5.649306767862627,0.20501049220561982,nan,0.3349215050998376,nan,nan,1000.0,0.5095433119917211,0.25204487301982265,19395,661,31052,22,nan,0.0,4.410265515390666,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.410265515390666,0.908865268765521,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,117,5.649306767862627,0.19551749229431153,nan,0.48233546276602624,nan,nan,1000.0,0.8291891728612563,0.34046249055177624,19476,442,30843,1,nan,0.0,4.440154953424863,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.440154953424863,0.8859389793086077,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,118,5.649306767862627,0.19238249264657498,nan,0.42963718840018955,nan,nan,1000.0,0.6440762811730555,0.3335090683109569,19378,837,31268,37,nan,0.0,4.463187797961268,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.463187797961268,0.8753149166115604,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,119,5.649306767862627,0.18573649302124978,nan,0.3367580556648324,nan,nan,1000.0,0.5296112675966465,0.2509392982299176,19357,812,31235,20,nan,0.0,4.474860717063948,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.474860717063948,0.8747953438001593,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,120,5.649306767862627,0.18349749282002448,nan,0.4023551087869018,nan,nan,1000.0,0.5964249571008945,0.32389709444021736,19387,741,31160,28,nan,0.0,4.47981410989905,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.47981410989905,0.8766584837616939,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,121,5.649306767862627,0.18522649228572846,nan,0.4145049444637115,nan,nan,1000.0,0.6735607731888624,0.3003838759233446,19442,549,30949,8,nan,0.0,4.47981410989905,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.47981410989905,0.8766584837616939,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,122,5.649306767862627,0.1772434925287962,nan,0.4271555959103515,nan,nan,1000.0,0.6893194272728539,0.33002136391009246,19439,572,30982,11,nan,0.0,4.490278702051042,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.490278702051042,0.8793619045505281,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,123,5.649306767862627,0.1806419924646616,nan,0.39239246971380454,nan,nan,1000.0,0.6767679512777552,0.27631316754344015,19499,336,30714,3,nan,0.0,4.490278702051042,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.490278702051042,0.8793619045505281,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,124,5.649306767862627,0.17404349267482758,nan,0.45724814912943146,nan,nan,1000.0,0.7704447933019362,0.3262175324675325,19482,408,30800,4,nan,0.0,4.501653091730315,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.501653091730315,0.8802985551135738,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,125,5.649306767862627,0.1719469926506281,nan,0.4509192428431416,nan,nan,1000.0,0.7714137567965492,0.3186926342811588,19413,661,31100,0,nan,0.0,4.506963978725014,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.506963978725014,0.8825858968984437,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,126,5.649306767862627,0.1729539929330349,nan,0.3978967992003745,nan,nan,1000.0,0.6739834984417028,0.2823978588734278,19483,357,30739,1,nan,0.0,4.506963978725014,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.506963978725014,0.8825858968984437,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,127,5.649306767862627,0.16449349343776704,nan,0.38179197152092886,nan,nan,1000.0,0.6356731558251401,0.273765583966045,19414,658,31083,13,nan,0.0,4.526032810157416,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.526032810157416,0.8738364430057947,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,128,5.649306767862627,0.15749849326908588,nan,0.3446195479467487,nan,nan,1000.0,0.5743457530939172,0.24652696471174732,19446,505,30899,10,nan,0.0,4.544821331035386,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.544821331035386,0.8744469424784823,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,129,5.649306767862627,0.1567254925519228,nan,0.385823119536088,nan,nan,1000.0,0.6259585883632804,0.28085063606855837,19426,601,31013,20,nan,0.0,4.544821331035386,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.544821331035386,0.8744469424784823,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,130,5.649306767862627,0.15815949358046055,nan,0.4333821008346291,nan,nan,1000.0,0.7045057010070126,0.315559238991834,19462,468,30861,9,nan,0.0,4.544821331035386,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.544821331035386,0.8744469424784823,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,131,5.649306767862627,0.15700799241662025,nan,0.3931637072624056,nan,nan,1000.0,0.6956678417547983,0.27416136495083865,19529,219,30577,5,nan,0.0,4.558136809624045,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.558136809624045,0.8652841834063202,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,132,5.649306767862627,0.15384599283337594,nan,0.3447668443639379,nan,nan,1000.0,0.5050216474921502,0.2699833645076346,19394,678,31067,41,nan,0.0,4.570117693086605,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.570117693086605,0.8583705615086311,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,133,5.649306767862627,0.15443899288773535,nan,0.37264408376216185,nan,nan,1000.0,0.6013563245357565,0.2774345493880477,19424,582,30987,13,nan,0.0,4.570117693086605,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.570117693086605,0.8583705615086311,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,134,5.714701221702168,0.14790249302983283,nan,0.4230190774782902,nan,nan,1000.0,0.7022786361168902,0.30389138265206983,19449,523,30927,5,nan,0.0,4.58502627339911,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.58502627339911,0.8514345356326583,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,135,5.714701221702168,0.14800899282097815,nan,0.3052491930022852,nan,nan,1000.0,0.47829729309353125,0.2258576996843031,19457,468,30841,24,nan,0.0,4.58502627339911,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.58502627339911,0.8514345356326583,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,136,5.714701221702168,0.149226992726326,nan,0.46770320527950876,nan,nan,1000.0,0.8394132600331208,0.3242134665201009,19492,366,30758,0,nan,0.0,4.58502627339911,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.58502627339911,0.8514345356326583,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,137,5.714701221702168,0.14799499347805978,nan,0.4346309375944545,nan,nan,1000.0,0.700672552252674,0.3254909847022004,19423,641,31067,11,nan,0.0,4.588875982451778,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.588875982451778,0.8537866886806197,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,138,5.714701221702168,0.14502999305725098,nan,0.4563887074272144,nan,nan,1000.0,0.7505981526449363,0.3380272526395463,19440,597,31022,7,nan,0.0,4.593573030695542,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.593573030695542,0.8559472136220805,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,139,5.714701221702168,0.14090199291706085,nan,0.40834621082966027,nan,nan,1000.0,0.6267435425330163,0.30848444456011176,19413,671,31086,22,nan,0.0,4.609685306940241,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.609685306940241,0.8539163271663212,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,140,5.714701221702168,0.14156099349260332,nan,0.48467601390899057,nan,nan,1000.0,0.8451062789381435,0.3399699354060409,19430,630,31068,0,nan,0.0,4.609685306940241,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.609685306940241,0.8539163271663212,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,141,5.714701221702168,0.1418769934773445,nan,0.31339611986582017,nan,nan,1000.0,0.4291372744271295,0.258472614263269,19482,373,30714,51,nan,0.0,4.609685306940241,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.609685306940241,0.8539163271663212,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,142,5.714701221702168,0.13467999383807183,nan,0.34996478205780523,nan,nan,1000.0,0.5633145565079598,0.2608291852506602,19502,289,30655,6,nan,0.0,4.643992173161198,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.643992173161198,0.7886476024795384,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,143,5.714701221702168,0.13487999349832536,nan,0.388215737332447,nan,nan,1000.0,0.6203644108909768,0.288582445455499,19446,552,30953,17,nan,0.0,4.643992173161198,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.643992173161198,0.7886476024795384,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,144,5.714701221702168,0.13084649324417114,nan,0.45305530247020903,nan,nan,1000.0,0.7416208181425573,0.32752436234456195,19479,420,30808,5,nan,0.0,4.657789673157123,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.657789673157123,0.7748296237477811,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,145,5.714701221702168,0.12842849344015123,nan,0.39124500510178367,nan,nan,1000.0,0.6072255072491797,0.3022523959860503,19423,601,31001,13,nan,0.0,4.6717852767866574,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.6717852767866574,0.7602686763496467,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,146,5.714701221702168,0.12455049380660058,nan,0.4430579577141923,nan,nan,1000.0,0.7193028093777718,0.32539659592791026,19411,699,31131,9,nan,0.0,4.690177661857948,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.690177661857948,0.7531147522439684,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,147,5.714701221702168,0.12335499361157418,nan,0.3789462622629748,nan,nan,1000.0,0.5809991076011009,0.2904344504016414,19335,915,31355,27,nan,0.0,4.692411778857524,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.692411778857524,0.755266457372422,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,148,5.714701221702168,0.12308249399065971,nan,0.47538092427201584,nan,nan,1000.0,0.811352613993123,0.33757721704089594,19390,781,31244,3,nan,0.0,4.692411778857524,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.692411778857524,0.755266457372422,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,149,5.714701221702168,0.1235854934155941,nan,0.38476100194944823,nan,nan,1000.0,0.6282495834925502,0.2778333381983647,19462,454,30837,3,nan,0.0,4.692411778857524,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.692411778857524,0.755266457372422,nan,nan,nan,nan
